Test Case,Array Size,Kth Smallest Element Position,Runtime
7922,3262,789,0.000018
7924,32380,141,0.000019
7927,2310,742,0.000017
7940,3296,19,0.000018
7941,2916,518,0.000018
7945,5999,270,0.000018
7971,1700,31,0.000015
7976,8270,464,0.000019
7981,10572,354,0.000019
7985,12893,999,0.000019
7987,26011,503,0.000010
7990,4104,415,0.000022
7993,65,507,0.000001
7997,9733,994,0.000025
8001,13088,41,0.000030
8004,27698,953,0.000019
8011,6269,82,0.000019
8015,4358,207,0.000019
8024,18438,165,0.000019
8026,14568,360,0.000028
8027,13458,703,0.000018
8030,25586,503,0.000019
8033,30530,4,0.000019
8039,13198,625,0.000020
8041,3818,208,0.000017
8055,532,645,0.000008
8060,11867,33,0.000018
8065,104,113,0.000002
8066,3077,174,0.000018
8078,6467,150,0.000022
8084,11839,789,0.000019
8091,23444,501,0.000019
8100,1038,209,0.000010
8102,10228,530,0.000025
8124,3968,989,0.000018
8125,24,981,0.000000
8160,13259,114,0.000023
8170,7184,126,0.000019
8180,1063,499,0.000012
8197,3123,95,0.000018
8200,23841,582,0.000019
8202,1299,826,0.000015
8211,24627,440,0.000019
8214,1702,911,0.000014
8220,574,992,0.000008
8223,9043,312,0.000020
8231,3921,225,0.000021
8234,24,154,0.000000
8246,25445,439,0.000017
8247,7734,493,0.000018
8252,1225,111,0.000012
8254,8484,811,0.000020
8266,23143,49,0.000019
8270,2182,582,0.000017
8271,2009,102,0.000002
8277,513,578,0.000007
8279,1071,492,0.000014
8282,1178,936,0.000014
8283,1553,736,0.000017
8295,21414,567,0.000018
8305,294,300,0.000005
8332,3357,61,0.000017
8349,28316,293,0.000018
8358,851,945,0.000010
8361,13069,603,0.000018
8372,287,684,0.000005
8380,1064,23,0.000012
8396,10330,381,0.000022
8398,11149,334,0.000018
8404,7314,55,0.000018
8405,7884,707,0.000019
8410,676,988,0.000008
8411,4118,16,0.000017
8424,3189,64,0.000017
8426,837,980,0.000010
8435,970,291,0.000011
8444,2205,347,0.000023
8459,908,832,0.000011
8488,23385,895,0.000018
8508,13129,253,0.000019
8509,1165,495,0.000012
8510,4201,259,0.000019
8526,2491,806,0.000017
8547,3367,37,0.000017
8551,418,779,0.000006
8562,1255,124,0.000014
8563,1997,403,0.000016
8564,406,950,0.000006
8583,9536,622,0.000022
8593,21793,995,0.000020
8604,3689,644,0.000023
8617,5323,595,0.000018
8636,3976,115,0.000018
8642,11944,748,0.000019
8652,4568,57,0.000018
8668,273,451,0.000004
8671,6111,139,0.000021
8680,1181,925,0.000012
8681,6512,364,0.000020
8720,4652,233,0.000019
8724,2975,144,0.000017
8744,1231,453,0.000013
8747,835,14,0.000010
8756,15768,464,0.000022
8758,763,506,0.000010
8759,3150,626,0.000017
8780,2386,636,0.000022
8783,1908,796,0.000025
8790,1338,961,0.000014
8805,25108,947,0.000019
8808,93,919,0.000002
8817,28281,901,0.000019
8821,26282,373,0.000018
8823,2669,830,0.000017
8828,11365,382,0.000019
8831,4941,668,0.000019
8866,1365,861,0.000013
8870,4062,791,0.000023
8882,873,647,0.000010
8893,10191,319,0.000018
8897,1791,945,0.000015
8898,3883,378,0.000017
8904,6734,50,0.000018
8911,958,988,0.000011
8912,21,672,0.000000
8928,635,308,0.000009
8929,29077,987,0.000019
8951,8900,376,0.000022
8961,12499,840,0.000034
8964,620,101,0.000009
8975,2056,707,0.000016
8978,328,459,0.000005
8986,7652,503,0.000019
8996,8734,414,0.000019
9014,7137,736,0.000020
9035,25617,815,0.000019
9052,751,394,0.000010
9055,21208,448,0.000019
9059,744,402,0.000010
9069,1327,185,0.000014
9070,242,425,0.000004
9075,5413,171,0.000020
9080,8860,473,0.000018
9085,30881,834,0.000019
9087,5285,646,0.000020
9088,20203,196,0.000018
9093,3866,504,0.000017
9097,32440,160,0.000018
9108,1113,92,0.000012
9111,7785,313,0.000018
9114,2576,107,0.000017
9124,15505,406,0.000019
9127,19171,786,0.000019
9129,1026,765,0.000012
9132,6518,336,0.000019
9135,10293,247,0.000019
9137,28760,671,0.000019
9155,8564,960,0.000019
9162,2704,769,0.000021
9166,8708,478,0.000023
9170,19248,661,0.000021
9174,6066,164,0.000018
9186,1636,542,0.000015
9190,266,754,0.000004
9192,2991,605,0.000018
9220,14357,605,0.000019
9222,25158,112,0.000018
9237,24605,359,0.000019
9254,8388,338,0.000019
9256,25700,222,0.000019
9257,10113,487,0.000018
9264,5747,356,0.000019
9267,1014,919,0.000012
9281,23059,817,0.000021
9287,2853,393,0.000017
9308,597,149,0.000008
9310,32705,769,0.000018
9312,18207,394,0.000019
9314,7312,577,0.000019
9315,3831,796,0.000019
9343,25222,174,0.000020
9345,412,948,0.000006
9347,6976,706,0.000019
9349,3792,418,0.000019
9355,29577,585,0.000019
9363,22519,699,0.000019
9373,1669,235,0.000016
9377,23167,416,0.000019
9381,19144,64,0.000021
9385,1388,763,0.000014
9389,30055,388,0.000018
9390,1446,612,0.000014
9394,1626,797,0.000015
9399,13996,400,0.000019
9411,1814,656,0.000016
9416,24155,627,0.000018
9424,16271,342,0.000018
9432,654,497,0.000008
9434,2157,136,0.000021
9435,29240,555,0.000024
9438,864,412,0.000011
9442,12285,741,0.000021
9448,19815,379,0.000019
9451,110,617,0.000002
9455,13172,325,0.000017
9457,211,680,0.000003
9468,11710,881,0.000024
9476,16628,874,0.000019
9477,309,719,0.000005
9480,2287,162,0.000017
9494,626,400,0.000008
9499,31164,750,0.000019
9503,11,965,0.000000
9513,3890,448,0.000018
9538,7355,985,0.000027
9541,2628,631,0.000021
9558,7328,529,0.000020
9559,628,772,0.000009
9562,13438,79,0.000029
9574,5868,787,0.000018
9575,2395,759,0.000017
9579,2363,526,0.000018
9589,8927,21,0.000017
9603,9990,25,0.000019
9620,15573,771,0.000019
9623,14749,926,0.000019
9626,5190,370,0.000018
9634,114,130,0.000002
9637,10613,79,0.000019
9645,78,910,0.000001
9652,974,183,0.000012
9655,13949,808,0.000023
9663,2181,713,0.000016
9677,3637,208,0.000018
9690,177,145,0.000003
9697,28423,618,0.000019
9703,876,92,0.000011
9704,21093,372,0.000019
9707,55,423,0.000001
9709,12422,958,0.000018
9718,16034,550,0.000019
9721,822,873,0.000010
9732,678,343,0.000009
9736,25846,931,0.000019
9738,28836,711,0.000019
9751,2761,986,0.000023
9758,23554,404,0.000019
9767,5020,755,0.000019
9776,4057,715,0.000017
9778,1892,26,0.000015
9786,7313,350,0.000018
9797,2844,660,0.000017
9803,803,947,0.000010
9810,30916,120,0.000019
9830,12617,882,0.000019
9837,369,239,0.000005
9841,2945,295,0.000018
9843,1416,517,0.000014
9850,3873,801,0.000020
9854,6923,462,0.000019
9866,9292,692,0.000025
9880,29392,627,0.000019
9887,10821,662,0.000019
9892,2342,650,0.000038
9902,2265,582,0.000017
9908,12766,915,0.000018
9915,10943,71,0.000018
9921,23386,3,0.000024
9928,11435,727,0.000019
9937,756,980,0.000010
9944,17936,329,0.000019
9951,5020,799,0.000019
9953,3195,18,0.000018
9954,6511,25,0.000020
9958,1592,296,0.000017
9980,15735,432,0.000023
9982,2285,310,0.000017
9983,5352,241,0.000023
10002,4492,259,0.000019
10010,3449,984,0.000019
10012,2971,287,0.000017
10020,10436,864,0.000019
10065,70,916,0.000001
10070,5581,587,0.000019
10077,8731,761,0.000019
10081,2424,399,0.000024
10096,575,110,0.000008
10099,6467,638,0.000022
10104,724,960,0.000010
10110,1447,328,0.000015
10115,1844,49,0.000016
10130,143,914,0.000002
10136,579,866,0.000008
10140,7459,920,0.000019
10144,7599,269,0.000018
10155,785,671,0.000010
10164,58,738,0.000001
10167,1340,376,0.000014
10175,77,346,0.000001
10179,7081,690,0.000019
10191,18442,594,0.000019
10203,704,789,0.000009
10204,31078,727,0.000019
10213,2126,987,0.000017
10216,15545,189,0.000019
10228,9805,274,0.000018
10229,10881,598,0.000018
10248,1653,352,0.000016
10254,3905,133,0.000022
10269,4031,453,0.000018
10270,2901,202,0.000019
10272,15962,830,0.000019
10280,11920,531,0.000019
10282,6656,653,0.000019
10292,16985,231,0.000021
10310,3716,715,0.000017
10313,1455,908,0.000015
10319,4188,806,0.000022
10324,8777,47,0.000016
10331,4536,888,0.000018
10346,7251,532,0.000019
10347,4977,754,0.000019
10355,28403,210,0.000018
10357,5769,988,0.000019
10365,195,926,0.000003
10367,649,621,0.000009
10369,16409,761,0.000019
10372,27845,376,0.000024
10382,72,568,0.000001
10392,1145,588,0.000012
10415,11665,815,0.000019
10428,8227,786,0.000018
10432,26044,330,0.000019
10445,1550,751,0.000012
10448,13288,536,0.000022
10459,10127,776,0.000019
10468,804,108,0.000010
10471,8188,40,0.000023
10479,20714,403,0.000019
10480,14559,498,0.000019
10481,9524,291,0.000023
10496,6355,766,0.000022
10497,10700,33,0.000019
10506,9115,810,0.000019
10508,5053,599,0.000024
10519,2199,401,0.000017
10520,350,965,0.000005
10525,27309,809,0.000024
10538,14726,906,0.000019
10547,7731,542,0.000019
10549,15611,409,0.000019
10550,16477,157,0.000019
10551,16599,835,0.000019
10552,16134,927,0.000018
10558,8407,873,0.000018
10578,23249,786,0.000018
10595,4988,97,0.000022
10596,31420,425,0.000019
10597,6129,636,0.000018
10601,2273,966,0.000020
10610,2258,537,0.000017
10618,149,865,0.000002
10622,2429,529,0.000018
10628,9624,878,0.000021
10635,2260,39,0.000017
10644,5588,294,0.000019
10645,5432,101,0.000019
10658,440,950,0.000006
10667,2903,624,0.000019
10673,1881,212,0.000017
10679,415,508,0.000006
10681,541,462,0.000008
10689,16142,190,0.000019
10703,20253,505,0.000019
10713,3406,996,0.000018
10716,2993,317,0.000020
10723,29572,115,0.000019
10726,226,166,0.000003
10727,91,662,0.000002
10738,2562,777,0.000017
10739,694,96,0.000009
10741,7605,630,0.000018
10744,315,842,0.000006
10745,5207,79,0.000025
10758,11,476,0.000000
10759,2540,394,0.000017
10771,1563,477,0.000015
10772,24052,954,0.000020
10779,2434,807,0.000017
10780,31531,600,0.000019
10796,4428,675,0.000019
10804,19806,420,0.000019
10805,21611,755,0.000018
10815,20718,435,0.000019
10829,21906,331,0.000019
10830,303,337,0.000005
10836,629,359,0.000012
10839,20,467,0.000000
10841,645,124,0.000008
10863,28076,297,0.000019
10864,2038,595,0.000016
10869,406,576,0.000006
10873,7829,629,0.000019
10876,25253,274,0.000019
10877,1702,762,0.000015
10882,5877,436,0.000024
10884,27186,584,0.000019
10889,1442,522,0.000015
10893,1881,965,0.000017
10897,2410,68,0.000017
10907,22224,927,0.000018
10918,7773,794,0.000031
10930,10248,715,0.000017
10933,3434,759,0.000019
10946,429,130,0.000006
10955,31891,165,0.000020
10958,7967,373,0.000019
10971,449,250,0.000006
10980,955,249,0.000012
10991,1663,368,0.000015
11013,2259,505,0.000017
11028,4149,204,0.000018
11029,20121,30,0.000019
11039,3020,316,0.000005
11043,2412,805,0.000016
11046,23341,957,0.000019
11049,29563,80,0.000019
11053,1879,70,0.000016
11055,8858,836,0.000021
11075,3221,929,0.000023
11078,4306,925,0.000022
11093,18246,486,0.000019
11112,1685,526,0.000015
11115,28405,934,0.000019
11120,1721,322,0.000015
11121,2596,155,0.000017
11126,2423,715,0.000017
11135,5565,516,0.000018
11151,646,630,0.000005
11170,12565,438,0.000018
11171,17438,812,0.000018
11184,1091,395,0.000012
11185,654,338,0.000009
11199,296,998,0.000005
11219,23097,276,0.000019
11224,13637,311,0.000019
11231,23318,497,0.000020
11232,1701,281,0.000015
11235,1671,9,0.000021
11245,12519,996,0.000017
11246,3676,697,0.000017
11256,4478,313,0.000023
11258,8499,448,0.000019
11263,7245,848,0.000019
11265,13287,36,0.000021
11273,2482,364,0.000017
11278,7468,343,0.000019
11280,4877,5,0.000019
11284,29523,764,0.000019
11313,20312,405,0.000019
11316,31537,114,0.000018
11327,786,102,0.000013
11342,46,479,0.000001
11348,777,119,0.000010
11367,14358,705,0.000019
11371,1863,342,0.000016
11377,9274,879,0.000019
11380,3047,470,0.000018
11384,211,10,0.000003
11394,5924,987,0.000019
11395,966,373,0.000012
11396,1602,257,0.000015
11403,6028,377,0.000019
11405,1098,441,0.000012
11407,11540,445,0.000018
11408,15183,185,0.000022
11411,8453,482,0.000018
11414,11695,269,0.000019
11417,15928,741,0.000018
11423,13868,3,0.000018
11427,2696,943,0.000017
11435,93,202,0.000002
11440,2657,878,0.000017
11444,1672,976,0.000015
11448,4221,428,0.000019
11449,1489,382,0.000014
11468,8568,186,0.000019
11471,24818,593,0.000018
11474,1111,34,0.000013
11479,345,705,0.000005
11480,7100,362,0.000018
11485,1380,21,0.000019
11489,614,841,0.000007
11491,22042,752,0.000019
11495,1246,996,0.000018
11496,10292,625,0.000019
11503,7308,86,0.000019
11519,9467,345,0.000020
11524,1033,716,0.000013
11544,413,570,0.000006
11545,20346,103,0.000018
11549,510,675,0.000007
11552,4730,699,0.000022
11564,16004,327,0.000019
11571,5486,667,0.000018
11574,18450,295,0.000019
11576,257,157,0.000004
11586,12741,527,0.000025
11591,4415,904,0.000024
11593,1531,710,0.000015
11603,464,550,0.000007
11610,208,620,0.000003
11619,5604,59,0.000020
11622,30761,463,0.000018
11623,473,150,0.000007
11625,13975,317,0.000020
11626,1328,718,0.000014
11629,3176,733,0.000019
11630,29366,948,0.000020
11636,30079,277,0.000018
11645,27591,981,0.000018
11647,6797,633,0.000018
11652,5740,797,0.000019
11653,17992,102,0.000019
11654,14820,931,0.000019
11660,7858,294,0.000019
11674,995,211,0.000012
11677,4930,156,0.000019
11684,23121,759,0.000018
11685,8114,833,0.000019
11686,3626,257,0.000018
11689,622,765,0.000010
11706,13299,310,0.000019
11707,19822,546,0.000019
11734,16909,982,0.000019
11742,8390,550,0.000019
11750,22552,243,0.000019
11755,18737,55,0.000019
11760,8750,471,0.000018
11761,12656,129,0.000019
11770,10065,765,0.000019
11782,1913,85,0.000016
11785,377,725,0.000006
11786,1921,956,0.000028
11787,17326,787,0.000019
11792,2656,525,0.000017
11806,683,833,0.000010
11812,659,499,0.000009
11814,13161,599,0.000020
11817,3046,595,0.000018
11828,332,762,0.000005
11829,2435,203,0.000021
11846,297,517,0.000005
11851,3198,271,0.000017
11856,12507,525,0.000020
11857,4232,988,0.000022
11865,9424,228,0.000019
11869,9876,275,0.000020
11872,30274,680,0.000020
11887,7604,904,0.000020
11892,674,852,0.000009
11893,618,209,0.000009
11894,6216,161,0.000022
11908,5402,317,0.000019
11911,12763,63,0.000019
11914,7508,802,0.000019
11926,30490,816,0.000019
11927,15295,856,0.000047
11930,19,270,0.000000
11932,1197,312,0.000016
11936,28168,814,0.000019
11937,1752,200,0.000015
11958,6313,466,0.000019
11960,452,594,0.000007
11981,16283,161,0.000020
11993,13146,575,0.000020
12010,26931,814,0.000020
12024,2022,31,0.000015
12026,518,212,0.000007
12034,37,478,0.000001
12036,877,860,0.000010
12046,1530,182,0.000015
12047,1795,470,0.000013
12051,13546,591,0.000018
12053,18775,535,0.000025
12056,329,507,0.000005
12074,4524,479,0.000018
12075,7353,419,0.000018
12082,2306,983,0.000018
12087,541,200,0.000007
12089,18638,948,0.000027
12090,1737,974,0.000019
12093,21492,743,0.000020
12097,1060,268,0.000017
12099,184,122,0.000003
12100,23268,177,0.000020
12101,9297,145,0.000020
12152,31553,950,0.000018
12153,8011,870,0.000022
12157,7638,891,0.000019
12161,2483,719,0.000022
12166,14476,823,0.000019
12169,2559,808,0.000022
12171,20078,843,0.000020
12173,10642,949,0.000021
12183,1809,376,0.000016
12188,28109,548,0.000021
12205,162,463,0.000003
12216,5278,618,0.000022
12221,10798,348,0.000019
12229,10328,545,0.000019
12235,26703,195,0.000019
12237,14963,934,0.000019
12251,4536,622,0.000021
12255,426,344,0.000008
12257,1513,76,0.000017
12267,13246,546,0.000023
12270,1029,819,0.000015
12279,3267,266,0.000018
12290,14743,176,0.000029
12292,14364,630,0.000022
12296,26394,221,0.000023
12298,2217,393,0.000022
12301,23557,428,0.000020
12319,3128,340,0.000164
12323,10506,202,0.000020
12329,32239,110,0.000038
12330,1459,228,0.000019
12360,13647,252,0.000026
12365,14896,380,0.000019
12394,769,710,0.000010
12400,7610,982,0.000021
12407,25588,822,0.000023
12409,18043,145,0.000021
12421,28592,226,0.000029
12423,31510,208,0.000025
12431,12258,548,0.000023
12436,15782,253,0.000030
12442,8235,351,0.000026
12445,7896,691,0.000030
12449,30447,793,0.000031
12453,14588,395,0.000022
12455,4117,621,0.000019
12466,2841,178,0.000018
12475,14459,197,0.000021
12485,12255,6,0.000021
12486,28596,490,0.000025
12490,1741,294,0.000018
12491,26515,484,0.000033
12505,2717,331,0.000019
12509,494,316,0.000008
12521,3165,851,0.000023
12544,15274,11,0.000019
12547,6379,733,0.000020
12548,13792,795,0.000025
12570,15041,2,0.000023
12576,29181,645,0.000019
12589,29138,514,0.000026
12592,14608,548,0.000024
12594,13354,958,0.000027
12601,7182,828,0.000033
12604,621,673,0.000011
12616,15534,2,0.000025
12648,15854,282,0.000025
12651,28700,778,0.000024
12652,5821,568,0.000019
12653,2164,226,0.000019
12659,23779,637,0.000020
12674,1002,730,0.000015
12675,5509,16,0.000025
12680,2041,102,0.000018
12683,2278,217,0.000018
12686,17515,19,0.000029
12705,162,430,0.000002
12717,784,234,0.000013
12733,27676,631,0.000020
12756,3004,140,0.000019
12761,65,84,0.000001
12773,11817,501,0.000026
12776,29865,621,0.000025
12781,1973,295,0.000022
12787,3936,612,0.000024
12794,29896,929,0.000027
12799,7795,336,0.000019
12800,1598,591,0.000014
12821,23692,896,0.000018
12823,2007,250,0.000018
12834,8332,851,0.000019
12840,1003,175,0.000012
12842,13004,738,0.000023
12851,5109,953,0.000019
12860,13549,151,0.000026
12865,24200,286,0.000019
12866,31146,586,0.000018
12867,742,366,0.000009
12879,14338,486,0.000019
12881,7209,595,0.000019
12893,670,183,0.000009
12901,395,657,0.000006
12905,5794,519,0.000023
12907,10834,295,0.000021
12908,1744,629,0.000017
12919,12132,912,0.000020
12925,22231,100,0.000019
12932,106,906,0.000002
12940,2759,797,0.000021
12942,27560,365,0.000062
12945,16540,716,0.000019
12948,443,514,0.000007
12954,7534,447,0.000026
12964,2303,771,0.000020
12966,240,296,0.000004
12981,22480,343,0.000020
12991,4154,666,0.000024
13026,15819,106,0.000028
13033,8289,420,0.000024
13039,5958,507,0.000026
13044,17234,468,0.000025
13053,17462,988,0.000025
13061,3186,10,0.000019
13074,2487,329,0.000019
13087,4236,471,0.000029
13100,2412,471,0.000018
13103,2313,649,0.000019
13104,7152,926,0.000020
13118,2478,658,0.000019
13127,11828,908,0.000025
13140,24735,781,0.000029
13141,1148,31,0.000024
13142,28318,515,0.000026
13148,29752,384,0.000019
13150,19646,931,0.000019
13159,2091,527,0.000016
13167,30478,421,0.000019
13169,22857,147,0.000020
13180,2237,580,0.000023
13181,3960,464,0.000033
13191,1265,409,0.000014
13194,32516,385,0.000025
13210,1053,45,0.000014
13219,4242,673,0.000022
13220,6120,598,0.000020
13227,196,291,0.000004
13240,18822,632,0.000020
13250,2017,818,0.000017
13251,256,705,0.000004
13253,18799,91,0.000018
13254,19772,10,0.000027
13264,14562,257,0.000024
13268,10265,916,0.000019
13278,13276,293,0.000020
13302,29012,375,0.000018
13309,2695,208,0.000018
13310,8487,113,0.000020
13312,143,213,0.000002
13314,6478,295,0.000025
13318,1031,338,0.000013
13322,5442,31,0.000024
13329,682,429,0.000010
13339,30522,204,0.000021
13347,768,894,0.000010
13356,9137,270,0.000023
13358,22956,229,0.000033
13362,15757,977,0.000021
13363,746,509,0.000010
13364,476,425,0.000006
13370,1443,409,0.000014
13375,18711,685,0.000018
13388,27056,627,0.000026
13391,19405,699,0.000024
13396,2972,986,0.000037
13401,2246,478,0.000026
13405,525,485,0.000014
13411,5252,31,0.000032
13423,503,798,0.000011
13430,922,898,0.000018
13447,6178,130,0.000029
13452,28295,160,0.000021
13470,1740,623,0.000020
13472,1426,895,0.000056
13489,19510,542,0.000023
13497,1420,934,0.000015
13499,30745,554,0.000021
13501,4378,173,0.000018
13512,697,346,0.000010
13519,456,539,0.000008
13521,18638,746,0.000020
13530,12482,523,0.000024
13538,1539,549,0.000016
13547,1503,106,0.000023
13553,981,422,0.000013
13554,8125,414,0.000020
13560,11700,1,0.000022
13562,10665,228,0.000022
13579,11008,639,0.000027
13583,2082,456,0.000023
13586,1246,766,0.000019
13587,29024,359,0.000031
13589,4707,797,0.000028
13593,1080,107,0.000019
13599,3212,985,0.000019
13602,3524,97,0.000072
13605,25720,651,0.000020
13610,12259,24,0.000021
13614,1209,770,0.000013
13619,12907,817,0.000023
13628,1013,814,0.000012
13630,9407,822,0.000026
13644,32589,834,0.000020
13652,6038,700,0.000024
13653,1663,307,0.000023
13658,20552,118,0.000025
13660,4131,105,0.000019
13664,1148,920,0.000016
13667,792,314,0.000014
13675,751,787,0.000019
13678,2685,710,0.000061
13688,2592,406,0.000018
13696,6702,815,0.000025
13703,25968,723,0.000020
13709,1657,890,0.000015
13725,3873,819,0.000048
13727,5924,872,0.000035
13728,30380,368,0.000030
13731,653,122,0.000013
13732,14079,29,0.000027
13739,364,230,0.000010
13755,6642,227,0.000030
13758,4435,939,0.000028
13762,24084,682,0.000026
13789,9339,971,0.000022
13790,7502,996,0.000021
13804,3852,169,0.000019
13806,4481,865,0.000023
13817,4264,633,0.000026
13824,2005,769,0.000021
13833,3026,382,0.000019
13837,165,662,0.000003
13840,6457,853,0.000020
13845,140,414,0.000002
13864,16328,6,0.000025
13874,14543,945,0.000024
